CODE,DESCRIPTION,CATEGORY
M06242,"Rheumatoid bursitis, left hand",Musculoskeletal & Connective Tissue Diseases
M06249,"Rheumatoid bursitis, unspecified hand",Musculoskeletal & Connective Tissue Diseases
M06251,"Rheumatoid bursitis, right hip",Musculoskeletal & Connective Tissue Diseases
M06252,"Rheumatoid bursitis, left hip",Musculoskeletal & Connective Tissue Diseases
M06259,"Rheumatoid bursitis, unspecified hip",Musculoskeletal & Connective Tissue Diseases
M06261,"Rheumatoid bursitis, right knee",Musculoskeletal & Connective Tissue Diseases
M06262,"Rheumatoid bursitis, left knee",Musculoskeletal & Connective Tissue Diseases
M06269,"Rheumatoid bursitis, unspecified knee",Musculoskeletal & Connective Tissue Diseases
M06271,"Rheumatoid bursitis, right ankle and foot",Musculoskeletal & Connective Tissue Diseases
M06272,"Rheumatoid bursitis, left ankle and foot",Musculoskeletal & Connective Tissue Diseases
M06279,"Rheumatoid bursitis, unspecified ankle and foot",Musculoskeletal & Connective Tissue Diseases
M0628,"Rheumatoid bursitis, vertebrae",Musculoskeletal & Connective Tissue Diseases
M0629,"Rheumatoid bursitis, multiple sites",Musculoskeletal & Connective Tissue Diseases
M0630,"Rheumatoid nodule, unspecified site",Musculoskeletal & Connective Tissue Diseases
M06311,"Rheumatoid nodule, right shoulder",Musculoskeletal & Connective Tissue Diseases
M06312,"Rheumatoid nodule, left shoulder",Musculoskeletal & Connective Tissue Diseases
M06319,"Rheumatoid nodule, unspecified shoulder",Musculoskeletal & Connective Tissue Diseases
M06321,"Rheumatoid nodule, right elbow",Musculoskeletal & Connective Tissue Diseases
M06322,"Rheumatoid nodule, left elbow",Musculoskeletal & Connective Tissue Diseases
M06329,"Rheumatoid nodule, unspecified elbow",Musculoskeletal & Connective Tissue Diseases
M06331,"Rheumatoid nodule, right wrist",Musculoskeletal & Connective Tissue Diseases
M06332,"Rheumatoid nodule, left wrist",Musculoskeletal & Connective Tissue Diseases
M06339,"Rheumatoid nodule, unspecified wrist",Musculoskeletal & Connective Tissue Diseases
M06341,"Rheumatoid nodule, right hand",Musculoskeletal & Connective Tissue Diseases
M06342,"Rheumatoid nodule, left hand",Musculoskeletal & Connective Tissue Diseases
M06349,"Rheumatoid nodule, unspecified hand",Musculoskeletal & Connective Tissue Diseases
M06351,"Rheumatoid nodule, right hip",Musculoskeletal & Connective Tissue Diseases
M06352,"Rheumatoid nodule, left hip",Musculoskeletal & Connective Tissue Diseases
M06359,"Rheumatoid nodule, unspecified hip",Musculoskeletal & Connective Tissue Diseases
M06361,"Rheumatoid nodule, right knee",Musculoskeletal & Connective Tissue Diseases
M06362,"Rheumatoid nodule, left knee",Musculoskeletal & Connective Tissue Diseases
M06369,"Rheumatoid nodule, unspecified knee",Musculoskeletal & Connective Tissue Diseases
M06371,"Rheumatoid nodule, right ankle and foot",Musculoskeletal & Connective Tissue Diseases
M06372,"Rheumatoid nodule, left ankle and foot",Musculoskeletal & Connective Tissue Diseases
M06379,"Rheumatoid nodule, unspecified ankle and foot",Musculoskeletal & Connective Tissue Diseases
M0638,"Rheumatoid nodule, vertebrae",Musculoskeletal & Connective Tissue Diseases
M0639,"Rheumatoid nodule, multiple sites",Musculoskeletal & Connective Tissue Diseases
M064,Inflammatory polyarthropathy,Musculoskeletal & Connective Tissue Diseases
M0680,"Other specified rheumatoid arthritis, unspecified site",Musculoskeletal & Connective Tissue Diseases
M06811,"Other specified rheumatoid arthritis, right shoulder",Musculoskeletal & Connective Tissue Diseases
M06812,"Other specified rheumatoid arthritis, left shoulder",Musculoskeletal & Connective Tissue Diseases
M06819,"Other specified rheumatoid arthritis, unspecified shoulder",Musculoskeletal & Connective Tissue Diseases
M06821,"Other specified rheumatoid arthritis, right elbow",Musculoskeletal & Connective Tissue Diseases
M06822,"Other specified rheumatoid arthritis, left elbow",Musculoskeletal & Connective Tissue Diseases
M06829,"Other specified rheumatoid arthritis, unspecified elbow",Musculoskeletal & Connective Tissue Diseases
M06831,"Other specified rheumatoid arthritis, right wrist",Musculoskeletal & Connective Tissue Diseases
M06832,"Other specified rheumatoid arthritis, left wrist",Musculoskeletal & Connective Tissue Diseases
M06839,"Other specified rheumatoid arthritis, unspecified wrist",Musculoskeletal & Connective Tissue Diseases
M06841,"Other specified rheumatoid arthritis, right hand",Musculoskeletal & Connective Tissue Diseases
M06842,"Other specified rheumatoid arthritis, left hand",Musculoskeletal & Connective Tissue Diseases
M06849,"Other specified rheumatoid arthritis, unspecified hand",Musculoskeletal & Connective Tissue Diseases
M06851,"Other specified rheumatoid arthritis, right hip",Musculoskeletal & Connective Tissue Diseases
M06852,"Other specified rheumatoid arthritis, left hip",Musculoskeletal & Connective Tissue Diseases
M06859,"Other specified rheumatoid arthritis, unspecified hip",Musculoskeletal & Connective Tissue Diseases
M06861,"Other specified rheumatoid arthritis, right knee",Musculoskeletal & Connective Tissue Diseases
M06862,"Other specified rheumatoid arthritis, left knee",Musculoskeletal & Connective Tissue Diseases
M06869,"Other specified rheumatoid arthritis, unspecified knee",Musculoskeletal & Connective Tissue Diseases
M06871,"Other specified rheumatoid arthritis, right ankle and foot",Musculoskeletal & Connective Tissue Diseases
M06872,"Other specified rheumatoid arthritis, left ankle and foot",Musculoskeletal & Connective Tissue Diseases
M06879,"Oth rheumatoid arthritis, unspecified ankle and foot",Musculoskeletal & Connective Tissue Diseases
M0688,"Other specified rheumatoid arthritis, vertebrae",Musculoskeletal & Connective Tissue Diseases
M0689,"Other specified rheumatoid arthritis, multiple sites",Musculoskeletal & Connective Tissue Diseases
M068A ,"Other specified rheumatoid arthritis, other specified site",Musculoskeletal & Connective Tissue Diseases
M069,"Rheumatoid arthritis, unspecified",Musculoskeletal & Connective Tissue Diseases
M0760,"Enteropathic arthropathies, unspecified site",Musculoskeletal & Connective Tissue Diseases
M07611,"Enteropathic arthropathies, right shoulder",Musculoskeletal & Connective Tissue Diseases
M07612,"Enteropathic arthropathies, left shoulder",Musculoskeletal & Connective Tissue Diseases
M07619,"Enteropathic arthropathies, unspecified shoulder",Musculoskeletal & Connective Tissue Diseases
M07621,"Enteropathic arthropathies, right elbow",Musculoskeletal & Connective Tissue Diseases
M07622,"Enteropathic arthropathies, left elbow",Musculoskeletal & Connective Tissue Diseases
M07629,"Enteropathic arthropathies, unspecified elbow",Musculoskeletal & Connective Tissue Diseases
M07631,"Enteropathic arthropathies, right wrist",Musculoskeletal & Connective Tissue Diseases
M07632,"Enteropathic arthropathies, left wrist",Musculoskeletal & Connective Tissue Diseases
M07639,"Enteropathic arthropathies, unspecified wrist",Musculoskeletal & Connective Tissue Diseases
M07641,"Enteropathic arthropathies, right hand",Musculoskeletal & Connective Tissue Diseases
M07642,"Enteropathic arthropathies, left hand",Musculoskeletal & Connective Tissue Diseases
M07649,"Enteropathic arthropathies, unspecified hand",Musculoskeletal & Connective Tissue Diseases
M07651,"Enteropathic arthropathies, right hip",Musculoskeletal & Connective Tissue Diseases
M07652,"Enteropathic arthropathies, left hip",Musculoskeletal & Connective Tissue Diseases
M07659,"Enteropathic arthropathies, unspecified hip",Musculoskeletal & Connective Tissue Diseases
M07661,"Enteropathic arthropathies, right knee",Musculoskeletal & Connective Tissue Diseases
M07662,"Enteropathic arthropathies, left knee",Musculoskeletal & Connective Tissue Diseases
M07669,"Enteropathic arthropathies, unspecified knee",Musculoskeletal & Connective Tissue Diseases
M07671,"Enteropathic arthropathies, right ankle and foot",Musculoskeletal & Connective Tissue Diseases
M07672,"Enteropathic arthropathies, left ankle and foot",Musculoskeletal & Connective Tissue Diseases
M07679,"Enteropathic arthropathies, unspecified ankle and foot",Musculoskeletal & Connective Tissue Diseases
M0768,"Enteropathic arthropathies, vertebrae",Musculoskeletal & Connective Tissue Diseases
M0769,"Enteropathic arthropathies, multiple sites",Musculoskeletal & Connective Tissue Diseases
M0800,Unsp juvenile rheumatoid arthritis of unspecified site,Musculoskeletal & Connective Tissue Diseases
M08011,"Unspecified juvenile rheumatoid arthritis, right shoulder",Musculoskeletal & Connective Tissue Diseases
M08012,"Unspecified juvenile rheumatoid arthritis, left shoulder",Musculoskeletal & Connective Tissue Diseases
M08019,"Unsp juvenile rheumatoid arthritis, unspecified shoulder",Musculoskeletal & Connective Tissue Diseases
M08021,"Unspecified juvenile rheumatoid arthritis, right elbow",Musculoskeletal & Connective Tissue Diseases
M08022,"Unspecified juvenile rheumatoid arthritis, left elbow",Musculoskeletal & Connective Tissue Diseases
M08029,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",Musculoskeletal & Connective Tissue Diseases
M08031,"Unspecified juvenile rheumatoid arthritis, right wrist",Musculoskeletal & Connective Tissue Diseases
M08032,"Unspecified juvenile rheumatoid arthritis, left wrist",Musculoskeletal & Connective Tissue Diseases
M08039,"Unspecified juvenile rheumatoid arthritis, unspecified wrist",Musculoskeletal & Connective Tissue Diseases
M08041,"Unspecified juvenile rheumatoid arthritis, right hand",Musculoskeletal & Connective Tissue Diseases
M08042,"Unspecified juvenile rheumatoid arthritis, left hand",Musculoskeletal & Connective Tissue Diseases
M08049,"Unspecified juvenile rheumatoid arthritis, unspecified hand",Musculoskeletal & Connective Tissue Diseases
M08051,"Unspecified juvenile rheumatoid arthritis, right hip",Musculoskeletal & Connective Tissue Diseases
M08052,"Unspecified juvenile rheumatoid arthritis, left hip",Musculoskeletal & Connective Tissue Diseases
M08059,"Unspecified juvenile rheumatoid arthritis, unspecified hip",Musculoskeletal & Connective Tissue Diseases
M08061,"Unspecified juvenile rheumatoid arthritis, right knee",Musculoskeletal & Connective Tissue Diseases
M08062,"Unspecified juvenile rheumatoid arthritis, left knee",Musculoskeletal & Connective Tissue Diseases
M08069,"Unspecified juvenile rheumatoid arthritis, unspecified knee",Musculoskeletal & Connective Tissue Diseases
M08071,"Unsp juvenile rheumatoid arthritis, right ankle and foot",Musculoskeletal & Connective Tissue Diseases
M08072,"Unsp juvenile rheumatoid arthritis, left ankle and foot",Musculoskeletal & Connective Tissue Diseases
M08079,"Unsp juvenile rheumatoid arthritis, unsp ankle and foot",Musculoskeletal & Connective Tissue Diseases
M0808,"Unspecified juvenile rheumatoid arthritis, vertebrae",Musculoskeletal & Connective Tissue Diseases
M0809,"Unspecified juvenile rheumatoid arthritis, multiple sites",Musculoskeletal & Connective Tissue Diseases
M080A,"Unspecified juvenile rheumatoid arthritis, oth site",Musculoskeletal & Connective Tissue Diseases
M081,Juvenile ankylosing spondylitis,Musculoskeletal & Connective Tissue Diseases
M0820,"Juvenile rheumatoid arthritis with systemic onset, unsp site",Musculoskeletal & Connective Tissue Diseases
M08211,"Juvenile rheumatoid arthritis w systemic onset, r shoulder",Musculoskeletal & Connective Tissue Diseases
M08212,"Juvenile rheumatoid arthritis w systemic onset, l shoulder",Musculoskeletal & Connective Tissue Diseases
M08219,"Juvenile rheu arthritis w systemic onset, unsp shoulder",Musculoskeletal & Connective Tissue Diseases
M08221,"Juvenile rheumatoid arthritis w systemic onset, right elbow",Musculoskeletal & Connective Tissue Diseases
M08222,"Juvenile rheumatoid arthritis w systemic onset, left elbow",Musculoskeletal & Connective Tissue Diseases
M08229,"Juvenile rheumatoid arthritis w systemic onset, unsp elbow",Musculoskeletal & Connective Tissue Diseases
M08231,"Juvenile rheumatoid arthritis w systemic onset, right wrist",Musculoskeletal & Connective Tissue Diseases
M08232,"Juvenile rheumatoid arthritis w systemic onset, left wrist",Musculoskeletal & Connective Tissue Diseases
M08239,"Juvenile rheumatoid arthritis w systemic onset, unsp wrist",Musculoskeletal & Connective Tissue Diseases
M08241,"Juvenile rheumatoid arthritis w systemic onset, right hand",Musculoskeletal & Connective Tissue Diseases
M08242,"Juvenile rheumatoid arthritis with systemic onset, left hand",Musculoskeletal & Connective Tissue Diseases
M08249,"Juvenile rheumatoid arthritis with systemic onset, unsp hand",Musculoskeletal & Connective Tissue Diseases
M08251,"Juvenile rheumatoid arthritis with systemic onset, right hip",Musculoskeletal & Connective Tissue Diseases
M08252,"Juvenile rheumatoid arthritis with systemic onset, left hip",Musculoskeletal & Connective Tissue Diseases
M08259,"Juvenile rheumatoid arthritis with systemic onset, unsp hip",Musculoskeletal & Connective Tissue Diseases
M08261,"Juvenile rheumatoid arthritis w systemic onset, right knee",Musculoskeletal & Connective Tissue Diseases
M08262,"Juvenile rheumatoid arthritis with systemic onset, left knee",Musculoskeletal & Connective Tissue Diseases
M08269,"Juvenile rheumatoid arthritis with systemic onset, unsp knee",Musculoskeletal & Connective Tissue Diseases
M08271,"Juvenile rheumatoid arthritis w systemic onset, right ank/ft",Musculoskeletal & Connective Tissue Diseases
M08272,"Juvenile rheumatoid arthritis w systemic onset, left ank/ft",Musculoskeletal & Connective Tissue Diseases
M08279,"Juvenile rheumatoid arthritis w systemic onset, unsp ank/ft",Musculoskeletal & Connective Tissue Diseases
M0828,"Juvenile rheumatoid arthritis with systemic onset, vertebrae",Musculoskeletal & Connective Tissue Diseases
M0829,"Juvenile rheu arthritis w systemic onset, multiple sites",Musculoskeletal & Connective Tissue Diseases
M082A,"Juvenile rheumatoid arthritis with systemic onset, oth site",Musculoskeletal & Connective Tissue Diseases
M083,Juvenile rheumatoid polyarthritis (seronegative),Musculoskeletal & Connective Tissue Diseases
M0840,"Pauciarticular juvenile rheumatoid arthritis, unsp site",Musculoskeletal & Connective Tissue Diseases
M08411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",Musculoskeletal & Connective Tissue Diseases
M08412,"Pauciarticular juvenile rheumatoid arthritis, left shoulder",Musculoskeletal & Connective Tissue Diseases
M08419,"Pauciarticular juvenile rheumatoid arthritis, unsp shoulder",Musculoskeletal & Connective Tissue Diseases
M08421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",Musculoskeletal & Connective Tissue Diseases
M08422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",Musculoskeletal & Connective Tissue Diseases
M08429,"Pauciarticular juvenile rheumatoid arthritis, unsp elbow",Musculoskeletal & Connective Tissue Diseases
M08431,"Pauciarticular juvenile rheumatoid arthritis, right wrist",Musculoskeletal & Connective Tissue Diseases
M08432,"Pauciarticular juvenile rheumatoid arthritis, left wrist",Musculoskeletal & Connective Tissue Diseases
M08439,"Pauciarticular juvenile rheumatoid arthritis, unsp wrist",Musculoskeletal & Connective Tissue Diseases
M08441,"Pauciarticular juvenile rheumatoid arthritis, right hand",Musculoskeletal & Connective Tissue Diseases
M08442,"Pauciarticular juvenile rheumatoid arthritis, left hand",Musculoskeletal & Connective Tissue Diseases
M08449,"Pauciarticular juvenile rheumatoid arthritis, unsp hand",Musculoskeletal & Connective Tissue Diseases
